Player,FG%,3P%,2P%,eFG%,FT%,PTS,Year,season_date
Sleepy Floyd,0.445,0.294,0.462,0.46,0.81,19.5,1985,1985-01-01
Gary Plummer,0.397,0.25,0.399,0.399,0.707,3.8,1985,1985-01-01
Purvis Short,0.46,0.313,0.474,0.473,0.817,28.0,1985,1985-01-01
Larry Smith,0.53,0.0,0.53,0.53,0.605,11.1,1985,1985-01-01
Terry Teagle,0.54,0.5,0.541,0.547,0.714,8.3,1985,1985-01-01
Peter Thibeaux,0.482,0.0,0.487,0.482,0.642,4.5,1985,1985-01-01
Jerome Whitehead,0.51,0.0,0.51,0.51,0.783,13.0,1985,1985-01-01
Othell Wilson,0.46,0.188,0.476,0.466,0.711,4.4,1985,1985-01-01
T.R. Dunn,0.489,0.0,0.492,0.489,0.724,5.4,1985,1985-01-01
Alex English,0.518,0.2,0.519,0.518,0.829,27.9,1985,1985-01-01
Mike Evans,0.489,0.363,0.528,0.532,0.863,10.1,1985,1985-01-01
Bill Hanzlik,0.421,0.067,0.432,0.422,0.756,7.8,1985,1985-01-01
Mickey Johnson,0.426,0.233,0.434,0.431,0.823,13.3,1985,1985-01-01
Dave Greenwood,0.458,0.0,0.459,0.458,0.713,6.1,1985,1985-01-01
Michael Cooper,0.465,0.285,0.513,0.495,0.865,8.6,1985,1985-01-01
John Paxson,0.509,0.294,0.53,0.522,0.84,6.2,1985,1985-01-01
Melvin Turpin,0.511,0.0,0.511,0.511,0.784,10.6,1985,1985-01-01
Robert Smith,0.235,0.0,0.308,0.235,0.8,2.3,1985,1985-01-01
Lonnie Shelton,0.435,0.0,0.441,0.435,0.662,6.4,1985,1985-01-01
Campy Russell,0.286,0.0,0.333,0.286,0.667,2.0,1985,1985-01-01
Ben Poquette,0.46,0.176,0.47,0.463,0.796,6.7,1985,1985-01-01
Edgar Jones,0.473,0.0,0.48,0.473,0.739,7.8,1985,1985-01-01
Truck Robinson,0.4,0.0,0.4,0.4,0.0,2.0,1985,1985-01-01
Rory Sparrow,0.492,0.226,0.506,0.498,0.865,9.9,1985,1985-01-01
Trent Tucker,0.483,0.403,0.494,0.507,0.792,8.5,1985,1985-01-01
Darrell Walker,0.435,0.0,0.442,0.435,0.7,13.5,1985,1985-01-01
Eddie Lee Wilkins,0.498,0.0,0.502,0.498,0.541,5.5,1985,1985-01-01
Mark West,0.546,0.0,0.549,0.546,0.494,3.9,1985,1985-01-01
Byron Scott,0.539,0.433,0.546,0.552,0.82,16.0,1985,1985-01-01
Jamaal Wilkes,0.488,0.0,0.49,0.488,0.773,8.3,1985,1985-01-01
James Worthy,0.572,0.0,0.576,0.572,0.776,17.6,1985,1985-01-01
Geoff Huston,0.48,0.0,0.48,0.48,0.667,3.3,1985,1985-01-01
Roy Hinson,0.503,0.0,0.504,0.503,0.721,15.8,1985,1985-01-01
Butch Graves,0.333,0.0,0.4,0.333,0.2,1.3,1985,1985-01-01
World B. Free,0.459,0.368,0.474,0.485,0.749,22.5,1985,1985-01-01
Johnny Davis,0.426,0.261,0.436,0.434,0.85,12.4,1985,1985-01-01
John Bagley,0.488,0.115,0.502,0.49,0.749,9.9,1985,1985-01-01
Ron Anderson,0.431,0.5,0.43,0.433,0.82,5.8,1985,1985-01-01
Dave Corzine,0.486,0.0,0.487,0.486,0.745,8.5,1985,1985-01-01
Bobby Jones,0.538,0.0,0.543,0.538,0.861,7.5,1985,1985-01-01
Larry Spriggs,0.548,0.0,0.553,0.548,0.767,6.7,1985,1985-01-01
Kareem Abdul-Jabbar,0.599,0.0,0.6,0.599,0.732,22.0,1985,1985-01-01
Kevin Williams,0.433,0.0,0.45,0.433,0.734,3.5,1985,1985-01-01
Bernard King,0.53,0.1,0.534,0.531,0.772,32.9,1985,1985-01-01
Johnny Moore,0.457,0.281,0.476,0.471,0.762,12.8,1985,1985-01-01
Mike Mitchell,0.497,0.217,0.502,0.499,0.777,22.2,1985,1985-01-01
Billy Knight,0.441,0.44,0.441,0.456,0.877,5.7,1985,1985-01-01
Ozell Jones,0.589,0.0,0.592,0.589,0.398,3.7,1985,1985-01-01
Marc Iavaroni,0.458,0.0,0.463,0.458,0.68,6.0,1985,1985-01-01
Artis Gilmore,0.623,0.0,0.624,0.623,0.749,19.1,1985,1985-01-01
George Gervin,0.508,0.0,0.512,0.508,0.844,21.2,1985,1985-01-01
Kent Benson,0.506,0.0,0.51,0.506,0.809,6.6,1985,1985-01-01
Tony Campbell,0.496,0.0,0.498,0.496,0.8,5.6,1985,1985-01-01
Earl Cureton,0.484,0.0,0.487,0.484,0.569,6.1,1985,1985-01-01
Vinnie Johnson,0.454,0.185,0.462,0.457,0.769,12.8,1985,1985-01-01
Louis Orr,0.486,0.1,0.491,0.486,0.784,12.7,1985,1985-01-01
Major Jones,0.552,0.0,0.552,0.552,0.647,2.7,1985,1985-01-01
John Long,0.487,0.333,0.49,0.49,0.862,14.7,1985,1985-01-01
Lorenzo Romar,0.188,0.0,0.231,0.188,1.0,1.2,1985,1985-01-01
Dan Roundfield,0.467,0.0,0.469,0.467,0.781,10.9,1985,1985-01-01
Brook Steppe,0.466,0.0,0.469,0.466,0.837,4.7,1985,1985-01-01
Isiah Thomas,0.458,0.257,0.476,0.468,0.809,21.2,1985,1985-01-01
Kelly Tripucka,0.477,0.4,0.477,0.478,0.885,19.1,1985,1985-01-01
Terry Tyler,0.494,0.0,0.498,0.494,0.716,11.6,1985,1985-01-01
Jeff Cook,0.495,0.0,0.496,0.495,0.734,4.5,1985,1985-01-01
Gene Banks,0.586,0.333,0.588,0.587,0.774,9.5,1985,1985-01-01
Pat Cummings,0.514,0.0,0.517,0.514,0.78,15.8,1985,1985-01-01
Ernie Grunfeld,0.49,0.25,0.495,0.492,0.74,6.6,1985,1985-01-01
Bill Laimbeer,0.506,0.222,0.51,0.507,0.797,17.5,1985,1985-01-01
Phil Hubbard,0.505,0.0,0.507,0.505,0.751,15.8,1985,1985-01-01
Jon Sundvold,0.425,0.316,0.436,0.44,0.814,5.5,1985,1985-01-01
Randy Wittman,0.531,0.286,0.536,0.534,0.732,9.9,1985,1985-01-01
Michael Holton,0.446,0.311,0.458,0.458,0.814,8.4,1985,1985-01-01
Jay Humphries,0.446,0.2,0.454,0.449,0.829,8.8,1985,1985-01-01
Charles Jones,0.52,0.0,0.524,0.52,0.648,8.4,1985,1985-01-01
Charles Jones,0.52,0.0,0.524,0.52,0.648,8.4,1985,1985-01-01
Charles Jones,0.52,0.0,0.524,0.52,0.648,8.4,1985,1985-01-01
Dale Wilkinson,0.25,0.0,0.267,0.25,0.857,1.2,1985,1985-01-01
Maurice Lucas,0.476,0.0,0.479,0.476,0.75,13.4,1985,1985-01-01
Kyle Macy,0.485,0.271,0.521,0.504,0.907,11.0,1985,1985-01-01
Larry Nance,0.587,0.5,0.587,0.588,0.709,19.9,1985,1985-01-01
Charles Pittman,0.471,0.0,0.476,0.471,0.747,4.8,1985,1985-01-01
Rick Robey,0.222,0.0,0.222,0.222,0.5,1.3,1985,1985-01-01
Joe Meriweather,0.498,0.5,0.498,0.5,0.774,4.5,1985,1985-01-01
Rod Foster,0.45,0.325,0.48,0.482,0.755,8.8,1985,1985-01-01
Eddie Johnson,0.491,0.241,0.5,0.496,0.871,22.9,1985,1985-01-01
Larry Drew,0.501,0.25,0.508,0.504,0.794,14.9,1985,1985-01-01
Don Buse,0.404,0.356,0.44,0.48,0.767,3.4,1985,1985-01-01
Kiki Vandeweghe,0.534,0.333,0.54,0.538,0.896,22.4,1985,1985-01-01
Darnell Valentine,0.473,0.0,0.474,0.473,0.793,11.6,1985,1985-01-01
Mychal Thompson,0.515,0.0,0.515,0.515,0.684,18.4,1985,1985-01-01
Bernard Thompson,0.373,0.0,0.387,0.373,0.765,3.3,1985,1985-01-01
Tom Scheffler,0.412,0.0,0.412,0.412,0.5,1.3,1985,1985-01-01
Jim Paxson,0.514,0.154,0.529,0.517,0.79,17.9,1985,1985-01-01
Audie Norris,0.543,0.0,0.55,0.543,0.665,5.1,1985,1985-01-01
Jerome Kersey,0.478,0.0,0.482,0.478,0.646,6.1,1985,1985-01-01
Clyde Drexler,0.494,0.216,0.503,0.497,0.759,17.2,1985,1985-01-01
Steve Colter,0.453,0.351,0.471,0.48,0.754,7.1,1985,1985-01-01
Eddie Johnson,0.491,0.241,0.5,0.496,0.871,22.9,1985,1985-01-01
Eddie Johnson,0.479,0.306,0.493,0.49,0.798,16.3,1985,1985-01-01
James Edwards,0.501,0.0,0.503,0.501,0.746,14.9,1985,1985-01-01
Paul Pressey,0.517,0.35,0.521,0.521,0.758,16.1,1985,1985-01-01
Michael Young,0.333,0.0,0.4,0.333,0.0,2.0,1985,1985-01-01
Mike Dunleavy,0.474,0.34,0.545,0.533,0.862,8.9,1985,1985-01-01
Alvin Scott,0.429,0.2,0.433,0.431,0.716,3.6,1985,1985-01-01
Mike Sanders,0.486,0.0,0.486,0.486,0.763,10.2,1985,1985-01-01
Kevin Willis,0.467,0.222,0.47,0.468,0.657,9.3,1985,1985-01-01
Rickey Brown,0.406,0.0,0.406,0.406,0.574,2.8,1985,1985-01-01
Antoine Carr,0.528,0.333,0.531,0.531,0.789,8.0,1985,1985-01-01
Charlie Criss,0.412,0.0,0.467,0.412,0.667,4.5,1985,1985-01-01
Jerry Eaves,0.5,0.0,0.5,0.5,0.833,3.7,1985,1985-01-01
Mike Glenn,0.588,0.0,0.591,0.588,0.816,8.6,1985,1985-01-01
Stewart Granger,0.353,0.0,0.375,0.353,0.5,1.8,1985,1985-01-01
Scott Hastings,0.473,0.0,0.473,0.473,0.778,3.8,1985,1985-01-01
Paul Thompson,0.412,0.2,0.427,0.418,0.793,9.2,1985,1985-01-01
Eddie Johnson,0.479,0.306,0.493,0.49,0.798,16.3,1985,1985-01-01
Mark Olberding,0.502,0.0,0.505,0.502,0.832,10.2,1985,1985-01-01
Ed Nealy,0.591,0.0,0.591,0.591,0.526,2.8,1985,1985-01-01
Kenny Natt,0.333,0.0,0.333,0.333,0.5,0.8,1985,1985-01-01
Alvan Adams,0.52,0.0,0.52,0.52,0.883,14.7,1985,1985-01-01
Walter Davis,0.45,0.3,0.455,0.455,0.877,15.0,1985,1985-01-01
Kenny Fields,0.44,0.0,0.44,0.44,0.75,3.8,1985,1985-01-01
Kevin Grevey,0.448,0.242,0.465,0.458,0.822,6.1,1985,1985-01-01
Craig Hodges,0.49,0.348,0.523,0.523,0.815,10.6,1985,1985-01-01
Alton Lister,0.538,0.0,0.539,0.538,0.588,9.9,1985,1985-01-01
Paul Mokeski,0.478,0.0,0.48,0.478,0.698,6.2,1985,1985-01-01
Sidney Moncrief,0.483,0.273,0.489,0.487,0.828,21.7,1985,1985-01-01
Ricky Pierce,0.537,0.25,0.541,0.539,0.823,9.8,1985,1985-01-01
Chris Engler,0.4,0.0,0.4,0.4,0.556,1.9,1985,1985-01-01
Cliff Levingston,0.527,0.0,0.529,0.527,0.653,9.8,1985,1985-01-01
Mark Mcnamara,0.526,0.0,0.526,0.526,0.516,2.5,1985,1985-01-01
Kenny Carr,0.523,0.0,0.528,0.523,0.72,10.4,1985,1985-01-01
Reggie Theus,0.487,0.132,0.501,0.489,0.863,16.4,1985,1985-01-01
Dane Suttle,0.462,0.0,0.5,0.462,1.0,2.3,1985,1985-01-01
David Pope,0.321,0.0,0.327,0.321,0.538,1.9,1985,1985-01-01
Tony Brown,0.46,0.0,0.466,0.46,0.678,6.6,1985,1985-01-01
Rory White,0.516,0.0,0.516,0.516,0.692,4.7,1985,1985-01-01
Bryan Warrick,0.491,0.25,0.497,0.494,0.772,3.7,1985,1985-01-01
Doc Rivers,0.476,0.417,0.48,0.487,0.77,14.1,1985,1985-01-01
Bill Walton,0.521,0.0,0.523,0.521,0.68,10.1,1985,1985-01-01
Derek Smith,0.537,0.158,0.542,0.538,0.794,22.1,1985,1985-01-01
Norm Nixon,0.465,0.333,0.476,0.478,0.78,17.2,1985,1985-01-01
Sidney Lowe,0.37,0.0,0.385,0.37,1.0,1.3,1985,1985-01-01
Marques Johnson,0.452,0.231,0.454,0.453,0.731,16.4,1985,1985-01-01
Lancaster Gordon,0.383,0.222,0.388,0.387,0.755,4.1,1985,1985-01-01
Franklin Edwards,0.545,0.0,0.545,0.545,0.792,5.7,1985,1985-01-01
James Donaldson,0.637,0.0,0.637,0.637,0.749,11.3,1985,1985-01-01
Harvey Catchings,0.483,0.0,0.486,0.483,0.663,2.9,1985,1985-01-01
Michael Cage,0.543,0.0,0.543,0.543,0.737,7.1,1985,1985-01-01
Junior Bridgeman,0.465,0.359,0.469,0.472,0.879,13.9,1985,1985-01-01
Tree Rollins,0.549,0.0,0.549,0.549,0.72,6.3,1985,1985-01-01
Walker Russell,0.54,1.0,0.532,0.548,0.824,4.0,1985,1985-01-01
Walker Russell,0.54,1.0,0.532,0.548,0.824,4.0,1985,1985-01-01
Dominique Wilkins,0.451,0.309,0.457,0.458,0.806,27.4,1985,1985-01-01
Sly Williams,0.439,0.267,0.447,0.445,0.642,12.3,1985,1985-01-01
Randy Breuer,0.511,0.0,0.511,0.511,0.701,5.3,1985,1985-01-01
Terry Cummings,0.495,0.0,0.496,0.495,0.741,23.6,1985,1985-01-01
Charles Davis,0.43,0.1,0.439,0.431,0.823,5.9,1985,1985-01-01
Mike Dunleavy,0.474,0.34,0.545,0.533,0.862,8.9,1985,1985-01-01
Lasalle Thompson,0.531,0.0,0.531,0.531,0.721,11.8,1985,1985-01-01
Otis Thorpe,0.6,0.0,0.602,0.6,0.62,12.8,1985,1985-01-01
Jay Murphy,0.16,0.0,0.163,0.16,0.571,1.2,1985,1985-01-01
Mike Woodson,0.496,0.238,0.501,0.499,0.8,17.0,1985,1985-01-01
Sam Bowie,0.537,0.0,0.537,0.537,0.711,10.0,1985,1985-01-01
Jim Thomas,0.478,0.19,0.496,0.483,0.782,11.1,1985,1985-01-01
Pete Verhoeven,0.472,0.0,0.472,0.472,0.84,2.3,1985,1985-01-01
Leo Rautins,0.0,0.0,0.0,0.0,0.0,0.0,1985,1985-01-01
Steve Stipanovich,0.475,0.091,0.48,0.476,0.798,13.7,1985,1985-01-01
Granville Waiters,0.447,0.0,0.45,0.447,0.58,3.2,1985,1985-01-01
Terence Stansbury,0.459,0.16,0.476,0.463,0.81,7.1,1985,1985-01-01
Jerry Sichting,0.521,0.243,0.538,0.528,0.875,11.0,1985,1985-01-01
Herb Williams,0.475,0.111,0.478,0.475,0.657,18.3,1985,1985-01-01
Clark Kellogg,0.505,0.5,0.505,0.509,0.76,18.6,1985,1985-01-01
Ralph Jackson,0.333,0.0,0.333,0.333,0.0,2.0,1985,1985-01-01
Stuart Gray,0.38,0.0,0.38,0.38,0.681,2.0,1985,1985-01-01
Bill Garnett,0.481,0.0,0.484,0.481,0.69,6.4,1985,1985-01-01
Vern Fleming,0.47,0.0,0.472,0.47,0.767,14.1,1985,1985-01-01
Kenton Edelin,0.308,0.0,0.308,0.308,0.375,1.1,1985,1985-01-01
Devin Durrant,0.416,0.0,0.421,0.416,0.706,5.1,1985,1985-01-01
Greg Kelser,0.396,0.0,0.404,0.396,0.714,6.2,1985,1985-01-01
Larry Smith,0.536,0.0,0.537,0.536,0.493,9.6,1986,1986-01-01
Lester Conner,0.375,0.286,0.38,0.382,0.741,4.0,1986,1986-01-01
Sam Vincent,0.364,0.25,0.367,0.367,0.929,3.2,1986,1986-01-01
Bill Walton,0.562,0.0,0.562,0.562,0.713,7.6,1986,1986-01-01
Purvis Short,0.482,0.306,0.489,0.488,0.865,25.5,1986,1986-01-01
Scott Wedman,0.473,0.354,0.483,0.487,0.662,8.0,1986,1986-01-01
Sly Williams,0.238,0.0,0.294,0.238,0.583,2.8,1986,1986-01-01
Joe Barry Carroll,0.463,0.0,0.464,0.463,0.752,21.2,1986,1986-01-01
Alvan Adams,0.502,0.0,0.504,0.502,0.783,10.8,1986,1986-01-01
Chris Mullin,0.463,0.185,0.476,0.467,0.896,14.0,1986,1986-01-01
Geoff Huston,0.513,0.333,0.517,0.516,0.685,4.2,1986,1986-01-01
Sleepy Floyd,0.506,0.328,0.53,0.526,0.796,17.2,1986,1986-01-01
Terry Teagle,0.496,0.16,0.505,0.498,0.796,14.2,1986,1986-01-01
Walter Davis,0.485,0.237,0.5,0.492,0.843,21.8,1986,1986-01-01
Devin Durrant,0.381,0.0,0.381,0.381,0.25,4.3,1986,1986-01-01
James Edwards,0.542,0.0,0.542,0.542,0.702,16.3,1986,1986-01-01
Rod Foster,0.39,0.281,0.409,0.411,0.719,4.2,1986,1986-01-01
Georgi Glouchkov,0.402,1.0,0.399,0.404,0.574,4.9,1986,1986-01-01
Jay Humphries,0.479,0.138,0.493,0.482,0.767,11.0,1986,1986-01-01
Greg Ballard,0.477,0.486,0.477,0.492,0.802,8.8,1986,1986-01-01
Pete Verhoeven,0.539,0.5,0.539,0.542,0.581,3.4,1986,1986-01-01
Robert Parish,0.549,0.0,0.549,0.549,0.731,16.1,1986,1986-01-01
Guy Williams,0.4,0.0,0.4,0.4,0.5,1.4,1986,1986-01-01
Kenny Carr,0.498,0.0,0.502,0.498,0.687,11.1,1986,1986-01-01
Steve Colter,0.456,0.325,0.477,0.478,0.823,8.7,1986,1986-01-01
Clyde Drexler,0.475,0.2,0.49,0.48,0.769,18.5,1986,1986-01-01
Ken Johnson,0.528,0.0,0.528,0.528,0.435,4.1,1986,1986-01-01
Charles Jones,0.457,0.0,0.46,0.457,0.51,4.7,1986,1986-01-01
Ken Johnson,0.528,0.0,0.528,0.528,0.435,4.1,1986,1986-01-01
Caldwell Jones,0.496,0.0,0.51,0.496,0.827,4.7,1986,1986-01-01
Jerome Kersey,0.549,0.0,0.556,0.549,0.681,8.5,1986,1986-01-01
Brian Martin,0.429,0.0,0.429,0.429,0.0,0.8,1986,1986-01-01
Jerome Whitehead,0.429,0.0,0.429,0.429,0.619,3.9,1986,1986-01-01
Jim Paxson,0.47,0.323,0.482,0.482,0.889,13.1,1986,1986-01-01
Danny Ainge,0.504,0.356,0.521,0.522,0.904,10.7,1986,1986-01-01
Larry Bird,0.496,0.423,0.506,0.521,0.896,25.8,1986,1986-01-01
Rick Carlisle,0.487,0.0,0.514,0.487,0.652,2.6,1986,1986-01-01
Dennis Johnson,0.455,0.143,0.468,0.458,0.818,15.6,1986,1986-01-01
Greg Kite,0.374,0.0,0.378,0.374,0.385,1.3,1986,1986-01-01
Kevin Mchale,0.574,0.0,0.574,0.574,0.776,21.3,1986,1986-01-01
Jerry Sichting,0.57,0.375,0.578,0.578,0.924,6.5,1986,1986-01-01
David Thirdkill,0.491,0.0,0.495,0.491,0.625,3.3,1986,1986-01-01
Sam Bowie,0.484,0.0,0.484,0.484,0.708,11.8,1986,1986-01-01
Terry Porter,0.474,0.31,0.491,0.489,0.806,7.1,1986,1986-01-01
Benoit Benjamin,0.49,0.333,0.491,0.491,0.746,11.1,1986,1986-01-01
Charles Jones,0.508,0.0,0.51,0.508,0.628,3.9,1986,1986-01-01
Wallace Bryant,0.313,0.0,0.313,0.313,0.579,2.4,1986,1986-01-01
Isiah Thomas,0.488,0.31,0.501,0.498,0.79,20.9,1986,1986-01-01
Kelly Tripucka,0.498,0.48,0.498,0.502,0.856,20.0,1986,1986-01-01
Thurl Bailey,0.448,0.0,0.451,0.448,0.83,14.6,1986,1986-01-01
Jeff Cook,0.425,0.0,0.431,0.425,0.643,2.5,1986,1986-01-01
Adrian Dantley,0.563,0.091,0.567,0.563,0.791,29.8,1986,1986-01-01
Mark Eaton,0.47,0.0,0.47,0.47,0.604,8.5,1986,1986-01-01
Rickey Green,0.471,0.172,0.483,0.474,0.852,11.7,1986,1986-01-01
Bob Hansen,0.476,0.34,0.488,0.49,0.72,8.7,1986,1986-01-01
Steve Hayes,0.448,0.0,0.448,0.448,0.306,1.5,1986,1986-01-01
Marc Iavaroni,0.451,0.0,0.455,0.451,0.661,4.4,1986,1986-01-01
Karl Malone,0.496,0.0,0.497,0.496,0.481,14.9,1986,1986-01-01
Pace Mannion,0.453,0.19,0.517,0.472,0.646,4.5,1986,1986-01-01
Fred Roberts,0.443,0.5,0.442,0.446,0.77,3.7,1986,1986-01-01
Carey Scurry,0.472,0.091,0.486,0.473,0.619,4.7,1986,1986-01-01
John Stockton,0.489,0.133,0.501,0.491,0.839,7.7,1986,1986-01-01
Mark West,0.541,0.0,0.541,0.541,0.524,4.2,1986,1986-01-01
Melvin Turpin,0.544,0.0,0.547,0.544,0.811,13.7,1986,1986-01-01
Lonnie Shelton,0.489,0.0,0.495,0.489,0.875,4.5,1986,1986-01-01
Ben Poquette,0.477,0.2,0.485,0.48,0.72,5.0,1986,1986-01-01
Dirk Minniefield,0.481,0.27,0.506,0.496,0.785,5.5,1986,1986-01-01
Ben Mcdonald,0.483,0.0,0.491,0.483,0.625,2.9,1986,1986-01-01
Keith Lee,0.466,0.222,0.472,0.468,0.781,7.4,1986,1986-01-01
Edgar Jones,0.505,0.304,0.519,0.515,0.742,9.7,1986,1986-01-01
Eddie Johnson,0.457,0.341,0.476,0.481,0.723,10.0,1986,1986-01-01
Eddie Johnson,0.457,0.341,0.476,0.481,0.723,10.0,1986,1986-01-01
Walker Russell,0.0,0.0,0.0,0.0,0.0,0.0,1986,1986-01-01
Phil Hubbard,0.47,0.0,0.472,0.47,0.679,11.4,1986,1986-01-01
Walker Russell,0.0,0.0,0.0,0.0,0.0,0.0,1986,1986-01-01
Rick Mahorn,0.455,0.0,0.456,0.455,0.681,4.9,1986,1986-01-01
Pat Cummings,0.478,0.0,0.48,0.478,0.698,15.7,1986,1986-01-01
Fred Cofield,0.408,0.2,0.426,0.416,0.6,3.7,1986,1986-01-01
Bill Cartwright,0.429,0.0,0.429,0.429,0.6,6.0,1986,1986-01-01
Ken Bannister,0.491,0.0,0.492,0.491,0.526,8.6,1986,1986-01-01
James Bailey,0.456,0.0,0.46,0.456,0.772,11.1,1986,1986-01-01
Patrick Ewing,0.474,0.0,0.477,0.474,0.739,20.0,1986,1986-01-01
Patrick Ewing,0.474,0.0,0.477,0.474,0.739,20.0,1986,1986-01-01
Ken Green,0.481,0.0,0.481,0.481,0.556,4.4,1986,1986-01-01
Ernie Grunfeld,0.417,0.426,0.415,0.454,0.833,5.4,1986,1986-01-01
Chris Mcnealy,0.486,0.0,0.486,0.486,0.66,5.7,1986,1986-01-01
Louis Orr,0.445,0.0,0.448,0.445,0.784,11.9,1986,1986-01-01
Rory Sparrow,0.477,0.25,0.484,0.481,0.795,10.8,1986,1986-01-01
Bob Thornton,0.456,0.0,0.456,0.456,0.531,4.7,1986,1986-01-01
Trent Tucker,0.472,0.451,0.475,0.499,0.79,10.6,1986,1986-01-01
Darrell Walker,0.43,0.0,0.436,0.43,0.686,10.3,1986,1986-01-01
Gerald Wilkins,0.468,0.28,0.473,0.472,0.557,12.5,1986,1986-01-01
Kent Benson,0.484,0.5,0.484,0.486,0.795,6.5,1986,1986-01-01
Tony Campbell,0.484,0.222,0.487,0.485,0.795,7.9,1986,1986-01-01
Ron Crevier,0.0,0.0,0.0,0.0,0.0,0.0,1986,1986-01-01
Earl Cureton,0.505,0.0,0.507,0.505,0.555,8.6,1986,1986-01-01
Joe Dumars,0.481,0.313,0.485,0.485,0.798,9.4,1986,1986-01-01
Mike Gibson,0.392,0.0,0.392,0.392,0.727,1.5,1986,1986-01-01
Vinnie Johnson,0.467,0.154,0.471,0.468,0.771,13.9,1986,1986-01-01
Bill Laimbeer,0.492,0.286,0.495,0.494,0.834,16.6,1986,1986-01-01
John Long,0.482,0.188,0.491,0.484,0.856,10.0,1986,1986-01-01
Chuck Nevitt,0.349,0.0,0.349,0.349,0.731,1.7,1986,1986-01-01
Roy Hinson,0.532,0.0,0.534,0.532,0.719,19.6,1986,1986-01-01
World B. Free,0.455,0.42,0.46,0.48,0.78,23.4,1986,1986-01-01
Ron Brewer,0.384,0.294,0.391,0.395,0.895,4.8,1986,1986-01-01
Kurt Rambis,0.595,0.0,0.595,0.595,0.721,5.5,1986,1986-01-01
Mike Mcgee,0.463,0.36,0.491,0.501,0.656,8.3,1986,1986-01-01
Maurice Lucas,0.462,0.5,0.462,0.463,0.783,10.2,1986,1986-01-01
Ronnie Lester,0.5,0.0,0.531,0.5,0.789,2.5,1986,1986-01-01
Mitch Kupchak,0.482,0.0,0.484,0.482,0.75,6.0,1986,1986-01-01
Magic Johnson,0.526,0.233,0.541,0.532,0.871,18.8,1986,1986-01-01
Jerome Henderson,0.667,0.0,0.667,0.667,0.0,4.0,1986,1986-01-01
Pétur Guðmundsson,0.541,0.0,0.541,0.541,0.667,7.3,1986,1986-01-01
A.C. Green,0.539,0.167,0.545,0.54,0.611,6.4,1986,1986-01-01
Kareem Abdul-Jabbar,0.564,0.0,0.565,0.564,0.765,23.4,1986,1986-01-01
Ennis Whatley,0.429,0.0,0.429,0.429,0.5,2.5,1986,1986-01-01
Jeff Wilkins,0.393,0.0,0.393,0.393,0.624,4.7,1986,1986-01-01
Darnell Valentine,0.415,0.286,0.42,0.42,0.743,7.4,1986,1986-01-01
Jim Thomas,0.4,0.0,0.4,0.4,0.5,2.2,1986,1986-01-01
Derek Smith,0.552,0.5,0.553,0.555,0.69,23.5,1986,1986-01-01
Norm Nixon,0.438,0.347,0.451,0.46,0.809,14.6,1986,1986-01-01
Kurt Nimphius,0.506,0.0,0.508,0.506,0.74,11.2,1986,1986-01-01
Jay Murphy,0.356,0.0,0.372,0.356,0.643,2.9,1986,1986-01-01
Cedric Maxwell,0.475,0.0,0.477,0.475,0.795,14.1,1986,1986-01-01
Ozell Jones,0.0,0.0,0.0,0.0,0.0,0.0,1986,1986-01-01
Marques Johnson,0.51,0.067,0.516,0.511,0.76,20.3,1986,1986-01-01
Lancaster Gordon,0.377,0.25,0.388,0.387,0.804,5.2,1986,1986-01-01
Franklin Edwards,0.454,0.111,0.46,0.455,0.874,9.0,1986,1986-01-01
Jeff Cross,0.25,0.0,0.25,0.25,0.56,1.2,1986,1986-01-01
Michael Cage,0.479,0.0,0.482,0.479,0.649,6.7,1986,1986-01-01
Byron Scott,0.513,0.361,0.523,0.524,0.784,15.4,1986,1986-01-01
Larry Spriggs,0.458,0.0,0.461,0.458,0.776,5.0,1986,1986-01-01
James Worthy,0.579,0.0,0.586,0.579,0.771,20.0,1986,1986-01-01
Rory White,0.519,0.111,0.524,0.52,0.739,11.7,1986,1986-01-01
John Bagley,0.423,0.243,0.431,0.428,0.791,11.7,1986,1986-01-01
Mike Brittain,0.512,0.0,0.512,0.512,0.526,1.7,1986,1986-01-01
Tyrone Corbin,0.422,0.0,0.429,0.422,0.714,4.0,1986,1986-01-01
Artis Gilmore,0.618,0.0,0.619,0.618,0.701,16.7,1986,1986-01-01
Dave Greenwood,0.51,0.0,0.512,0.51,0.772,7.9,1986,1986-01-01
Alfredrick Hughes,0.409,0.176,0.42,0.413,0.583,5.2,1986,1986-01-01
Steve Johnson,0.632,0.0,0.632,0.632,0.694,13.8,1986,1986-01-01
Jeff Lamp,0.477,0.233,0.492,0.483,0.835,8.2,1986,1986-01-01
Wes Matthews,0.531,0.16,0.547,0.534,0.82,10.9,1986,1986-01-01
Mike Mitchell,0.473,0.0,0.476,0.473,0.809,23.4,1986,1986-01-01
Johnny Moore,0.495,0.182,0.52,0.502,0.686,13.0,1986,1986-01-01
Alvin Robertson,0.514,0.276,0.521,0.518,0.795,17.0,1986,1986-01-01
Junior Bridgeman,0.441,0.333,0.446,0.448,0.891,8.8,1986,1986-01-01
Jon Sundvold,0.462,0.35,0.478,0.484,0.813,7.1,1986,1986-01-01
Kiki Vandeweghe,0.54,0.125,0.542,0.54,0.869,24.8,1986,1986-01-01
Mychal Thompson,0.498,0.0,0.498,0.498,0.641,14.7,1986,1986-01-01
