Player,FG%,3P%,2P%,eFG%,FT%,PTS,Year,season_date
Popeye Jones,0.387,0.0,0.387,0.387,0.455,2.0,2003,2003-01-01
Predrag Drobnjak,0.412,0.353,0.419,0.431,0.791,9.4,2003,2003-01-01
Reggie Evans,0.471,0.0,0.471,0.471,0.519,3.2,2003,2003-01-01
Joseph Forte,0.286,0.0,0.313,0.286,0.667,1.4,2003,2003-01-01
Jerome James,0.478,0.0,0.478,0.478,0.587,5.4,2003,2003-01-01
Dan Dickau,0.412,0.361,0.44,0.476,0.808,3.7,2003,2003-01-01
Dion Glover,0.427,0.354,0.451,0.471,0.784,9.7,2003,2003-01-01
Darvin Ham,0.447,0.0,0.455,0.447,0.481,2.4,2003,2003-01-01
Antonio Harvey,0.4,0.0,0.4,0.4,0.0,1.0,2003,2003-01-01
Alan Henderson,0.468,0.0,0.471,0.468,0.638,4.8,2003,2003-01-01
Jermaine Jackson,0.364,0.1,0.39,0.368,0.727,2.3,2003,2003-01-01
Matt Maloney,0.32,0.333,0.3,0.42,0.6,1.7,2003,2003-01-01
Amal Mccaskill,0.235,0.0,0.235,0.235,0.75,1.0,2003,2003-01-01
Nazr Mohammed,0.421,0.0,0.421,0.421,0.634,4.6,2003,2003-01-01
Mikki Moore,0.385,0.0,0.385,0.385,0.8,2.3,2003,2003-01-01
Ira Newble,0.495,0.381,0.52,0.529,0.778,7.7,2003,2003-01-01
Theo Ratliff,0.464,0.0,0.464,0.464,0.72,8.7,2003,2003-01-01
Glenn Robinson,0.432,0.342,0.456,0.468,0.876,20.8,2003,2003-01-01
Paul Shirley,0.0,0.0,0.0,0.0,0.0,0.0,2003,2003-01-01
Jason Terry,0.428,0.371,0.462,0.498,0.887,17.2,2003,2003-01-01
Brandon Williams,0.143,0.0,0.167,0.143,0.0,0.3,2003,2003-01-01
Brandon Williams,0.143,0.0,0.167,0.143,0.0,0.3,2003,2003-01-01
Gilbert Arenas,0.431,0.348,0.461,0.478,0.791,18.3,2003,2003-01-01
Earl Boykins,0.429,0.377,0.439,0.46,0.865,8.8,2003,2003-01-01
Erick Dampier,0.496,0.0,0.498,0.496,0.698,8.2,2003,2003-01-01
Mike Dunleavy,0.403,0.347,0.434,0.465,0.78,5.7,2003,2003-01-01
Emanual Davis,0.364,0.241,0.424,0.403,0.773,3.7,2003,2003-01-01
Danny Fortson,0.37,0.0,0.377,0.37,0.655,3.5,2003,2003-01-01
Lorenzen Wright,0.454,0.0,0.457,0.454,0.659,11.4,2003,2003-01-01
Earl Watson,0.435,0.341,0.463,0.474,0.721,5.5,2003,2003-01-01
Rashard Lewis,0.452,0.346,0.476,0.484,0.82,18.1,2003,2003-01-01
Ronald Murray,0.355,0.0,0.423,0.355,0.625,1.9,2003,2003-01-01
Kevin Ollie,0.451,0.333,0.453,0.454,0.753,6.5,2003,2003-01-01
Vitaly Potapenko,0.441,0.0,0.441,0.441,0.759,4.0,2003,2003-01-01
Vladimir Radmanović,0.41,0.355,0.453,0.488,0.706,10.1,2003,2003-01-01
Ansu Sesay,0.383,0.0,0.383,0.383,0.571,2.1,2003,2003-01-01
Shareef Abdur-Rahim,0.478,0.35,0.485,0.487,0.841,19.9,2003,2003-01-01
Corey Benjamin,0.302,0.154,0.367,0.326,0.75,4.4,2003,2003-01-01
Chris Crawford,0.615,0.333,0.7,0.654,0.875,4.8,2003,2003-01-01
Robert Archibald,0.3,0.0,0.3,0.3,0.389,1.6,2003,2003-01-01
Mike Batiste,0.422,0.222,0.464,0.441,0.784,6.4,2003,2003-01-01
Shane Battier,0.483,0.398,0.535,0.559,0.828,9.7,2003,2003-01-01
Michael Dickerson,0.417,0.364,0.462,0.5,1.0,4.8,2003,2003-01-01
Pau Gasol,0.51,0.1,0.514,0.51,0.736,19.0,2003,2003-01-01
Ryan Humphrey,0.292,0.0,0.292,0.292,0.59,1.9,2003,2003-01-01
Brevin Knight,0.425,0.25,0.432,0.43,0.541,3.9,2003,2003-01-01
Mike Miller,0.434,0.363,0.472,0.498,0.839,15.6,2003,2003-01-01
Chris Owens,0.667,0.0,0.667,0.667,0.0,4.0,2003,2003-01-01
Wesley Person,0.456,0.433,0.47,0.539,0.814,11.0,2003,2003-01-01
Stromile Swift,0.481,0.0,0.483,0.481,0.722,9.7,2003,2003-01-01
Cezary Trybański,0.25,0.0,0.25,0.25,0.4,0.9,2003,2003-01-01
Jason Williams,0.388,0.354,0.418,0.471,0.84,12.1,2003,2003-01-01
Corliss Williamson,0.453,0.182,0.456,0.454,0.79,12.0,2003,2003-01-01
Jacque Vaughn,0.448,0.235,0.467,0.457,0.776,5.9,2003,2003-01-01
Ruben Patterson,0.492,0.15,0.506,0.495,0.627,8.3,2003,2003-01-01
Doug Christie,0.479,0.395,0.522,0.545,0.81,9.4,2003,2003-01-01
Scottie Pippen,0.444,0.286,0.489,0.476,0.818,10.8,2003,2003-01-01
Keon Clark,0.501,0.0,0.506,0.501,0.656,6.7,2003,2003-01-01
Mateen Cleaves,0.261,1.0,0.227,0.283,0.75,1.3,2003,2003-01-01
Vlade Divac,0.466,0.24,0.475,0.47,0.713,9.9,2003,2003-01-01
Lawrence Funderburke,0.444,0.0,0.444,0.444,0.588,2.7,2003,2003-01-01
Mike Bibby,0.47,0.409,0.485,0.51,0.861,15.9,2003,2003-01-01
Bobby Jackson,0.464,0.379,0.505,0.525,0.846,15.2,2003,2003-01-01
Tyson Chandler,0.531,0.0,0.531,0.531,0.608,9.2,2003,2003-01-01
Jamal Crawford,0.413,0.355,0.438,0.467,0.806,10.7,2003,2003-01-01
Jim Jackson,0.442,0.451,0.44,0.476,0.855,7.7,2003,2003-01-01
Wang Zhizhi,0.383,0.34,0.4,0.432,0.724,4.4,2003,2003-01-01
Qyntel Woods,0.5,0.333,0.514,0.513,0.35,2.4,2003,2003-01-01
Marcus Fizer,0.465,0.167,0.469,0.466,0.657,11.7,2003,2003-01-01
Rick Brunson,0.46,0.667,0.432,0.5,0.833,3.5,2003,2003-01-01
Elton Brand,0.502,0.0,0.502,0.502,0.685,18.5,2003,2003-01-01
Jason Caffey,0.456,0.0,0.456,0.456,0.651,5.8,2003,2003-01-01
Sam Cassell,0.47,0.362,0.487,0.495,0.861,19.7,2003,2003-01-01
Lamar Odom,0.439,0.326,0.469,0.473,0.777,14.6,2003,2003-01-01
Andre Miller,0.406,0.213,0.432,0.419,0.795,13.6,2003,2003-01-01
Corey Maggette,0.444,0.35,0.471,0.484,0.802,16.8,2003,2003-01-01
Marko Jarić,0.401,0.319,0.45,0.461,0.752,7.4,2003,2003-01-01
Tremaine Fowlkes,0.438,0.222,0.454,0.445,0.847,4.4,2003,2003-01-01
Melvin Ely,0.495,0.0,0.495,0.495,0.703,4.5,2003,2003-01-01
Corie Blount,0.485,0.0,0.485,0.485,0.571,3.0,2003,2003-01-01
Jamal Sampson,0.0,0.0,0.0,0.0,0.0,0.0,2003,2003-01-01
Tim Thomas,0.443,0.366,0.474,0.495,0.78,13.3,2003,2003-01-01
Lonny Baxter,0.466,0.0,0.471,0.466,0.68,4.8,2003,2003-01-01
Dalibor Bagarić,0.308,0.0,0.308,0.308,0.75,1.9,2003,2003-01-01
Dale Davis,0.541,0.0,0.541,0.541,0.633,7.4,2003,2003-01-01
Chris Dudley,0.0,0.0,0.0,0.0,0.0,0.0,2003,2003-01-01
Jeff Mcinnis,0.444,0.171,0.469,0.452,0.746,5.8,2003,2003-01-01
Keyon Dooling,0.389,0.36,0.411,0.465,0.772,6.4,2003,2003-01-01
Trenton Hassell,0.367,0.325,0.372,0.384,0.745,4.2,2003,2003-01-01
Fred Hoiberg,0.389,0.238,0.419,0.409,0.82,2.3,2003,2003-01-01
Eddy Curry,0.585,0.0,0.585,0.585,0.624,10.5,2003,2003-01-01
Chris Wilcox,0.521,0.0,0.521,0.521,0.5,3.7,2003,2003-01-01
Donyell Marshall,0.459,0.379,0.467,0.477,0.756,13.4,2003,2003-01-01
Michael Olowokandi,0.427,0.0,0.427,0.427,0.657,12.3,2003,2003-01-01
Damon Jones,0.381,0.364,0.404,0.486,0.741,4.6,2003,2003-01-01
Rasheed Wallace,0.471,0.358,0.515,0.521,0.735,18.1,2003,2003-01-01
Damon Stoudamire,0.376,0.386,0.372,0.429,0.791,6.9,2003,2003-01-01
Charles Smith,0.25,0.0,0.333,0.25,0.75,1.7,2003,2003-01-01
Charles Smith,0.25,0.0,0.333,0.25,0.75,1.7,2003,2003-01-01
Charles Smith,0.25,0.0,0.333,0.25,0.75,1.7,2003,2003-01-01
Arvydas Sabonis,0.476,0.5,0.476,0.481,0.787,6.1,2003,2003-01-01
Zach Randolph,0.513,0.0,0.518,0.513,0.758,8.4,2003,2003-01-01
Roger Mason,0.355,0.333,0.385,0.452,1.0,1.8,2003,2003-01-01
Eddie Robinson,0.492,0.214,0.505,0.497,0.81,5.7,2003,2003-01-01
Jalen Rose,0.406,0.37,0.416,0.448,0.854,22.1,2003,2003-01-01
Jay Williams,0.399,0.322,0.431,0.446,0.64,9.5,2003,2003-01-01
Antonio Daniels,0.452,0.305,0.52,0.5,0.855,3.7,2003,2003-01-01
Eric Piatkowski,0.471,0.398,0.531,0.561,0.828,9.7,2003,2003-01-01
Quentin Richardson,0.372,0.308,0.408,0.428,0.685,9.4,2003,2003-01-01
Cherokee Parks,0.503,0.5,0.503,0.506,0.605,6.3,2003,2003-01-01
Chris Webber,0.461,0.238,0.465,0.463,0.607,23.0,2003,2003-01-01
Sean Rooks,0.421,0.0,0.422,0.421,0.81,4.2,2003,2003-01-01
Dan Gadzuric,0.483,0.0,0.486,0.483,0.518,3.4,2003,2003-01-01
Marcus Haislip,0.431,0.25,0.447,0.441,0.684,4.1,2003,2003-01-01
Scot Pollard,0.46,0.0,0.46,0.46,0.605,4.5,2003,2003-01-01
Peja Stojaković,0.481,0.382,0.545,0.556,0.875,19.2,2003,2003-01-01
Hedo Türkoğlu,0.422,0.372,0.435,0.459,0.8,6.7,2003,2003-01-01
Gerald Wallace,0.492,0.25,0.497,0.495,0.527,4.7,2003,2003-01-01
Michael Redd,0.469,0.438,0.492,0.562,0.805,15.1,2003,2003-01-01
Ervin Johnson,0.452,0.0,0.452,0.452,0.682,2.2,2003,2003-01-01
Bonzi Wells,0.441,0.292,0.464,0.461,0.722,15.2,2003,2003-01-01
Anthony Mason,0.486,0.0,0.487,0.486,0.718,7.2,2003,2003-01-01
Desmond Mason,0.449,0.292,0.461,0.46,0.749,14.3,2003,2003-01-01
Gary Payton,0.454,0.297,0.476,0.472,0.71,20.4,2003,2003-01-01
Joel Przybilla,0.391,0.0,0.391,0.391,0.5,1.5,2003,2003-01-01
Toni Kukoč,0.432,0.361,0.49,0.514,0.706,11.6,2003,2003-01-01
James Posey,0.478,0.386,0.533,0.551,0.83,13.7,2004,2004-01-01
Ryan Humphrey,0.25,0.0,0.333,0.25,0.0,1.0,2004,2004-01-01
Bo Outlaw,0.51,0.0,0.516,0.51,0.526,4.6,2004,2004-01-01
Mike Miller,0.438,0.372,0.474,0.503,0.723,11.1,2004,2004-01-01
Pau Gasol,0.482,0.267,0.485,0.484,0.714,17.7,2004,2004-01-01
Troy Bell,0.222,0.0,0.286,0.222,1.0,1.8,2004,2004-01-01
Shane Battier,0.446,0.349,0.496,0.506,0.732,8.5,2004,2004-01-01
Dahntay Jones,0.283,0.25,0.286,0.292,0.455,1.8,2004,2004-01-01
Mark Pope,0.5,0.0,0.5,0.5,0.0,0.5,2004,2004-01-01
Dajuan Wagner,0.366,0.36,0.368,0.417,0.681,6.5,2004,2004-01-01
Wang Zhizhi,0.37,0.286,0.406,0.413,0.9,2.9,2004,2004-01-01
Steve Nash,0.47,0.405,0.498,0.531,0.916,14.5,2004,2004-01-01
Dirk Nowitzki,0.462,0.341,0.496,0.5,0.877,21.8,2004,2004-01-01
Antoine Walker,0.428,0.269,0.487,0.464,0.554,14.0,2004,2004-01-01
Scott Williams,0.484,0.667,0.481,0.489,0.593,4.6,2004,2004-01-01
Mike Dunleavy,0.449,0.37,0.491,0.514,0.741,11.7,2004,2004-01-01
Adonal Foyle,0.454,0.0,0.454,0.454,0.543,3.1,2004,2004-01-01
Avery Johnson,0.402,0.0,0.408,0.402,0.667,4.6,2004,2004-01-01
Matt Barnes,0.457,0.154,0.488,0.464,0.705,4.5,2004,2004-01-01
Rick Brunson,0.381,0.478,0.354,0.433,0.871,3.0,2004,2004-01-01
Tyson Chandler,0.424,0.0,0.427,0.424,0.669,6.1,2004,2004-01-01
Eric Williams,0.386,0.276,0.416,0.416,0.76,10.0,2004,2004-01-01
Jamal Crawford,0.386,0.317,0.432,0.449,0.833,17.3,2004,2004-01-01
Antonio Davis,0.403,0.0,0.403,0.403,0.765,8.9,2004,2004-01-01
Francisco Elson,0.472,0.0,0.475,0.472,0.667,3.5,2004,2004-01-01
Nenê,0.53,0.0,0.532,0.53,0.682,11.8,2004,2004-01-01
Voshon Lenard,0.422,0.367,0.447,0.479,0.791,14.2,2004,2004-01-01
Andre Miller,0.457,0.185,0.477,0.463,0.832,14.8,2004,2004-01-01
Theron Smith,0.372,0.5,0.323,0.442,0.75,2.2,2004,2004-01-01
Jeff Trepagnier,0.263,0.5,0.235,0.289,0.5,2.3,2004,2004-01-01
Nikoloz Tskitishvili,0.328,0.273,0.333,0.34,0.793,2.7,2004,2004-01-01
Rodney White,0.459,0.379,0.478,0.495,0.75,7.5,2004,2004-01-01
Ira Newble,0.391,0.105,0.412,0.395,0.783,4.0,2004,2004-01-01
Kevin Ollie,0.37,0.444,0.367,0.377,0.835,4.2,2004,2004-01-01
Eddy Curry,0.496,1.0,0.496,0.497,0.671,14.7,2004,2004-01-01
Stromile Swift,0.469,0.25,0.471,0.47,0.725,9.4,2004,2004-01-01
Mo Williams,0.38,0.256,0.398,0.396,0.786,5.0,2004,2004-01-01
Earl Watson,0.371,0.245,0.408,0.399,0.652,5.7,2004,2004-01-01
Maciej Lampe,0.489,0.0,0.512,0.489,0.769,4.6,2004,2004-01-01
Joe Johnson,0.43,0.305,0.463,0.462,0.75,16.7,2004,2004-01-01
Casey Jacobsen,0.417,0.417,0.417,0.521,0.82,6.0,2004,2004-01-01
Donnell Harvey,0.443,0.0,0.449,0.443,0.735,4.0,2004,2004-01-01
Howard Eisley,0.368,0.319,0.396,0.426,0.854,6.9,2004,2004-01-01
Žarko Čabarkapa,0.411,0.188,0.455,0.426,0.66,4.1,2004,2004-01-01
Shawn Marion,0.44,0.34,0.465,0.474,0.851,19.0,2004,2004-01-01
Leandro Barbosa,0.447,0.395,0.488,0.535,0.77,7.9,2004,2004-01-01
Vladimir Stepania,0.417,0.0,0.417,0.417,0.611,2.6,2004,2004-01-01
Damon Stoudamire,0.401,0.365,0.426,0.477,0.876,13.4,2004,2004-01-01
Mike Wilks,0.472,0.6,0.423,0.556,0.833,1.9,2004,2004-01-01
Clarence Weatherspoon,0.493,0.0,0.495,0.493,0.736,5.0,2004,2004-01-01
Maurice Taylor,0.48,0.0,0.481,0.48,0.736,11.5,2004,2004-01-01
Eric Piatkowski,0.377,0.352,0.42,0.49,0.875,4.1,2004,2004-01-01
Zach Randolph,0.485,0.2,0.486,0.485,0.761,20.1,2004,2004-01-01
Scott Padgett,0.443,0.431,0.451,0.527,0.75,3.4,2004,2004-01-01
Antonio Mcdyess,0.47,0.0,0.47,0.47,0.551,6.9,2004,2004-01-01
Jake Voskuhl,0.507,0.0,0.507,0.507,0.74,6.6,2004,2004-01-01
Jamison Brewer,0.371,0.357,0.381,0.443,0.167,2.5,2004,2004-01-01
Primož Brezec,0.462,0.0,0.462,0.462,0.667,1.6,2004,2004-01-01
Austin Croshere,0.388,0.389,0.387,0.479,0.894,5.0,2004,2004-01-01
Jeff Foster,0.544,0.0,0.55,0.544,0.669,6.1,2004,2004-01-01
Al Harrington,0.463,0.273,0.481,0.475,0.734,13.3,2004,2004-01-01
Steve Smith,0.406,0.402,0.409,0.48,0.928,5.0,2004,2004-01-01
Amar'E Stoudemire,0.475,0.2,0.477,0.476,0.713,20.6,2004,2004-01-01
Fred Jones,0.395,0.303,0.432,0.439,0.832,4.9,2004,2004-01-01
Reggie Miller,0.438,0.401,0.485,0.551,0.885,10.0,2004,2004-01-01
Jermaine O'Neal,0.434,0.111,0.438,0.435,0.757,20.1,2004,2004-01-01
Scot Pollard,0.412,0.0,0.412,0.412,0.571,1.7,2004,2004-01-01
Jamaal Tinsley,0.414,0.372,0.466,0.518,0.731,8.3,2004,2004-01-01
Metta World Peace,0.421,0.31,0.452,0.455,0.733,18.3,2004,2004-01-01
Jahidi White,0.521,0.0,0.521,0.521,0.5,4.2,2004,2004-01-01
James Jones,0.222,0.25,0.2,0.278,1.0,1.2,2004,2004-01-01
Charles Oakley,0.333,0.0,0.333,0.333,0.833,1.3,2004,2004-01-01
Chris Webber,0.413,0.2,0.416,0.414,0.711,18.7,2004,2004-01-01
Boštjan Nachbar,0.356,0.365,0.348,0.443,0.724,3.1,2004,2004-01-01
Glen Rice,0.289,0.179,0.354,0.322,1.0,3.7,2004,2004-01-01
Olden Polynice,0.0,0.0,0.0,0.0,0.0,0.0,2004,2004-01-01
Doug Overton,0.404,0.13,0.432,0.41,0.742,3.7,2004,2004-01-01
Corey Maggette,0.447,0.329,0.482,0.485,0.848,20.7,2004,2004-01-01
Randy Livingston,0.2,0.0,0.286,0.2,0.667,2.0,2004,2004-01-01
Marko Jarić,0.388,0.34,0.41,0.441,0.733,8.5,2004,2004-01-01
Quentin Richardson,0.398,0.352,0.42,0.454,0.74,17.2,2004,2004-01-01
Eddie House,0.359,0.375,0.351,0.415,0.8,6.8,2004,2004-01-01
Predrag Drobnjak,0.393,0.306,0.402,0.408,0.849,6.3,2004,2004-01-01
Keyon Dooling,0.389,0.174,0.422,0.401,0.83,6.2,2004,2004-01-01
Elton Brand,0.493,0.0,0.493,0.493,0.773,20.0,2004,2004-01-01
Lorenzen Wright,0.439,0.0,0.442,0.439,0.733,9.4,2004,2004-01-01
Jason Williams,0.407,0.33,0.487,0.491,0.837,10.9,2004,2004-01-01
Bonzi Wells,0.427,0.319,0.437,0.44,0.754,12.3,2004,2004-01-01
Melvin Ely,0.431,0.0,0.434,0.431,0.595,3.7,2004,2004-01-01
Bobby Simmons,0.394,0.167,0.402,0.397,0.834,7.8,2004,2004-01-01
Chris Wilcox,0.521,0.0,0.522,0.521,0.7,8.6,2004,2004-01-01
Kelvin Cato,0.447,0.0,0.447,0.447,0.676,6.1,2004,2004-01-01
Cuttino Mobley,0.426,0.39,0.448,0.501,0.811,15.8,2004,2004-01-01
Yao Ming,0.522,0.0,0.523,0.522,0.809,17.5,2004,2004-01-01
Malik Allen,0.419,0.0,0.419,0.419,0.758,4.2,2004,2004-01-01
Rafer Alston,0.376,0.371,0.382,0.481,0.769,10.2,2004,2004-01-01
Jerome Beasley,0.333,0.0,0.333,0.333,0.0,1.0,2004,2004-01-01
Caron Butler,0.38,0.238,0.39,0.388,0.756,9.2,2004,2004-01-01
Rasual Butler,0.476,0.463,0.486,0.576,0.762,6.8,2004,2004-01-01
Bimbo Coles,0.353,0.0,0.353,0.353,0.667,1.3,2004,2004-01-01
Brian Grant,0.471,0.0,0.472,0.471,0.782,8.7,2004,2004-01-01
Udonis Haslem,0.459,0.0,0.462,0.459,0.765,7.3,2004,2004-01-01
Mark Jackson,0.34,0.171,0.458,0.375,0.718,2.5,2004,2004-01-01
Jim Jackson,0.424,0.4,0.444,0.514,0.843,12.9,2004,2004-01-01
Adrian Griffin,0.278,0.5,0.25,0.306,0.0,0.6,2004,2004-01-01
Steve Francis,0.403,0.292,0.435,0.436,0.775,16.6,2004,2004-01-01
Alton Ford,0.545,0.0,0.545,0.545,0.5,1.7,2004,2004-01-01
Jake Tsakalidis,0.504,0.0,0.504,0.504,0.59,4.3,2004,2004-01-01
Chris Kaman,0.46,0.0,0.462,0.46,0.697,6.1,2004,2004-01-01
Antawn Jamison,0.535,0.4,0.541,0.543,0.748,14.8,2004,2004-01-01
John Wallace,0.421,0.385,0.424,0.438,0.775,4.3,2004,2004-01-01
Antonio Daniels,0.47,0.362,0.514,0.523,0.842,8.0,2004,2004-01-01
Calvin Booth,0.466,0.0,0.469,0.466,0.798,4.9,2004,2004-01-01
Brent Barry,0.504,0.452,0.577,0.637,0.827,10.8,2004,2004-01-01
Ray Allen,0.44,0.392,0.468,0.512,0.904,23.0,2004,2004-01-01
Speedy Claxton,0.427,0.182,0.438,0.431,0.813,10.6,2004,2004-01-01
Erick Dampier,0.535,0.0,0.537,0.535,0.654,12.3,2004,2004-01-01
Mike Dunleavy,0.449,0.37,0.491,0.514,0.741,11.7,2004,2004-01-01
Brian Scalabrine,0.394,0.244,0.429,0.417,0.829,3.5,2004,2004-01-01
Rodney Rogers,0.41,0.329,0.445,0.459,0.765,7.8,2004,2004-01-01
Zoran Planinić,0.411,0.281,0.454,0.446,0.633,3.1,2004,2004-01-01
Robert Pack,0.423,0.0,0.423,0.423,0.833,1.9,2004,2004-01-01
Alonzo Mourning,0.465,0.0,0.465,0.465,0.882,8.0,2004,2004-01-01
Kenyon Martin,0.488,0.28,0.494,0.492,0.684,16.7,2004,2004-01-01
Tony Battie,0.443,0.222,0.448,0.445,0.742,5.6,2004,2004-01-01
Reggie Evans,0.406,0.0,0.414,0.406,0.561,2.9,2004,2004-01-01
Carlos Boozer,0.523,0.167,0.526,0.524,0.768,15.5,2004,2004-01-01
Mateen Cleaves,0.304,0.0,0.318,0.304,0.5,3.8,2004,2004-01-01
Desagana Diop,0.388,0.0,0.388,0.388,0.6,2.3,2004,2004-01-01
Zydrunas Ilgauskas,0.483,0.286,0.484,0.484,0.746,15.3,2004,2004-01-01
Lebron James,0.417,0.29,0.438,0.438,0.754,20.9,2004,2004-01-01
Jason Kapono,0.403,0.477,0.365,0.484,0.833,3.5,2004,2004-01-01
Jelani Mccoy,0.0,0.0,0.0,0.0,0.0,0.0,2004,2004-01-01
Jeff Mcinnis,0.447,0.362,0.465,0.478,0.797,11.8,2004,2004-01-01
Lee Nailon,0.45,0.0,0.454,0.45,0.81,6.0,2004,2004-01-01
Michael Olowokandi,0.425,0.0,0.425,0.425,0.59,6.5,2004,2004-01-01
Oliver Miller,0.53,0.0,0.535,0.53,0.652,2.5,2004,2004-01-01
Keith Mcleod,0.329,0.1,0.361,0.335,0.767,2.7,2004,2004-01-01
Carlos Arroyo,0.441,0.325,0.462,0.466,0.804,12.6,2004,2004-01-01
Raja Bell,0.409,0.373,0.418,0.447,0.786,11.2,2004,2004-01-01
Curtis Borchardt,0.393,0.0,0.4,0.393,0.778,3.6,2004,2004-01-01
Kedrick Brown,0.461,0.384,0.51,0.535,0.63,5.3,2004,2004-01-01
Keon Clark,0.333,0.0,0.333,0.333,0.0,2.0,2004,2004-01-01
Richie Frahm,0.453,0.37,0.617,0.576,0.885,3.4,2004,2004-01-01
Rashard Lewis,0.435,0.376,0.463,0.494,0.763,17.8,2004,2004-01-01
Robert Traylor,0.505,0.4,0.507,0.509,0.547,5.1,2004,2004-01-01
David Wesley,0.389,0.323,0.425,0.446,0.753,14.0,2004,2004-01-01
David West,0.474,0.0,0.478,0.474,0.713,3.8,2004,2004-01-01
Shammond Williams,0.375,0.3,0.432,0.44,0.879,4.8,2004,2004-01-01
Jamaal Magloire,0.473,0.0,0.474,0.473,0.751,13.6,2004,2004-01-01
George Lynch,0.397,0.309,0.449,0.455,0.667,4.8,2004,2004-01-01
Bryce Drew,0.222,0.143,0.273,0.25,1.0,0.8,2004,2004-01-01
Baron Davis,0.395,0.321,0.448,0.462,0.673,22.9,2004,2004-01-01
Maurice Carter,0.314,0.364,0.292,0.371,0.8,4.2,2004,2004-01-01
Tierre Brown,0.5,0.0,0.5,0.5,0.5,2.0,2004,2004-01-01
P.J. Brown,0.476,0.0,0.477,0.476,0.854,10.5,2004,2004-01-01
Stacey Augmon,0.412,0.143,0.418,0.414,0.791,5.8,2004,2004-01-01
Darrell Armstrong,0.395,0.315,0.508,0.487,0.854,10.6,2004,2004-01-01
Gary Trent,0.473,0.0,0.481,0.473,0.758,5.6,2004,2004-01-01
Jerome James,0.498,0.0,0.498,0.498,0.66,5.0,2004,2004-01-01
Wally Szczerbiak,0.449,0.435,0.453,0.492,0.828,10.2,2004,2004-01-01
Greg Buckner,0.377,0.273,0.412,0.411,0.741,3.1,2004,2004-01-01
Gerald Wallace,0.36,0.0,0.368,0.36,0.458,2.0,2004,2004-01-01
Derrick Coleman,0.413,0.222,0.444,0.429,0.754,8.0,2004,2004-01-01
Samuel Dalembert,0.541,0.0,0.542,0.541,0.644,8.0,2004,2004-01-01
Willie Green,0.401,0.311,0.419,0.427,0.728,6.9,2004,2004-01-01
Zendon Hamilton,0.537,0.0,0.537,0.537,0.698,3.7,2004,2004-01-01
Aaron Williams,0.503,0.333,0.504,0.504,0.677,6.3,2004,2004-01-01
Tamar Slay,0.35,0.333,0.354,0.383,0.5,2.4,2004,2004-01-01
Leon Smith,0.5,0.0,0.5,0.5,0.0,2.0,2004,2004-01-01
Ansu Sesay,0.455,0.286,0.478,0.472,0.696,3.5,2004,2004-01-01
Luke Ridnour,0.414,0.338,0.437,0.453,0.823,5.5,2004,2004-01-01
Vladimir Radmanović,0.425,0.371,0.471,0.511,0.748,12.0,2004,2004-01-01
Vitaly Potapenko,0.489,0.0,0.489,0.489,0.641,7.1,2004,2004-01-01
Ronald Murray,0.425,0.293,0.469,0.462,0.715,12.4,2004,2004-01-01
Latrell Sprewell,0.409,0.331,0.433,0.448,0.814,16.8,2004,2004-01-01
Loren Woods,0.458,0.0,0.458,0.458,0.6,3.2,2004,2004-01-01
Jarron Collins,0.498,0.0,0.5,0.498,0.718,6.0,2004,2004-01-01
Paul Grant,0.478,0.0,0.478,0.478,0.375,2.5,2004,2004-01-01
Earl Boykins,0.419,0.322,0.447,0.455,0.877,10.2,2004,2004-01-01
Marcus Camby,0.477,0.0,0.479,0.477,0.721,8.6,2004,2004-01-01
Michael Doleac,0.435,0.0,0.435,0.435,0.865,4.5,2004,2004-01-01
Travis Best,0.372,0.15,0.401,0.381,0.87,2.8,2004,2004-01-01
Shawn Bradley,0.473,0.0,0.476,0.473,0.837,3.3,2004,2004-01-01
Marquis Daniels,0.494,0.306,0.512,0.507,0.769,8.5,2004,2004-01-01
Tony Delk,0.38,0.303,0.424,0.435,0.841,6.0,2004,2004-01-01
Michael Finley,0.443,0.405,0.461,0.508,0.85,18.6,2004,2004-01-01
Danny Fortson,0.511,0.0,0.511,0.511,0.815,3.9,2004,2004-01-01
Josh Howard,0.43,0.303,0.448,0.449,0.703,8.6,2004,2004-01-01
Jonathan Bender,0.472,0.409,0.488,0.514,0.83,7.0,2004,2004-01-01
Darrick Martin,0.299,0.231,0.341,0.343,1.0,3.4,2004,2004-01-01
Mark Madsen,0.495,0.0,0.51,0.495,0.483,3.6,2004,2004-01-01
Quincy Lewis,0.35,0.4,0.333,0.4,0.0,1.1,2004,2004-01-01
Ryan Bowen,0.34,0.0,0.34,0.34,0.833,0.9,2004,2004-01-01
Ervin Johnson,0.534,0.0,0.539,0.534,0.607,1.9,2004,2004-01-01
Fred Hoiberg,0.465,0.442,0.483,0.564,0.845,6.7,2004,2004-01-01
Trenton Hassell,0.465,0.308,0.47,0.47,0.787,5.0,2004,2004-01-01
Kevin Garnett,0.499,0.256,0.506,0.502,0.791,24.2,2004,2004-01-01
Ndudi Ebi,0.429,0.0,0.429,0.429,0.25,0.8,2004,2004-01-01
Sam Cassell,0.488,0.398,0.504,0.517,0.873,19.8,2004,2004-01-01
Slavko Vraneš,0.0,0.0,0.0,0.0,0.0,0.0,2004,2004-01-01
Qyntel Woods,0.371,0.345,0.375,0.392,0.633,3.6,2004,2004-01-01
